"sample.id","Taxon","Genus","taxonomy_id","taxonomy_lvl","kraken_assigned_reads","added_reads","new_est_reads","fraction_total_reads","Family","Order","Rank"
"10","Agastache pallidiflora","Agastache",313656,"S",15145,480,15625,0.20751,"Lamiaceae","Lamiales","species"
"10","Mertensia ciliata","Mertensia",1288209,"S",3823,8129,11952,0.15873,"Boraginaceae","Boraginales","species"
"10","Erigeron sp.","Erigeron",91271,"G",3885,2444,6329,0.08405,NA,NA,"genus"
"10","Lupinus argenteus","Lupinus",53216,"S",3068,2547,5615,0.07457,"Fabaceae","Fabales","species"
"10","Mertensia fusiformis","Mertensia",1463753,"S",2365,2798,5163,0.06857,"Boraginaceae","Boraginales","species"
"10","Lupinus sericeus","Lupinus",61075,"S",3394,1412,4806,0.06383,"Fabaceae","Fabales","species"
"10","Taraxacum officinale","Taraxacum",50225,"S",2584,51,2635,0.03499,"Asteraceae","Asterales","species"
"10","Arenaria lanuginosa","Arenaria",2887378,"S",1683,922,2605,0.0346,NA,NA,"species"
"10","Delphinium nuttallianum","Delphinium",136334,"S",2961,650,3611,0.04796,"Ranunculaceae","Ranunculales","species"
"10","Dasiphora fruticosa","Dasiphora",32239,"S",1608,25,1633,0.02169,"Rosaceae","Rosales","species"
"10","Helianthella quinquenervis","Helianthella",53582,"S",1270,304,1574,0.0209,"Asteraceae","Asterales","species"
"10","Hydrophyllum capitatum","Hydrophyllum",79360,"S",1407,56,1463,0.01943,"Hydrophyllaceae","Boraginales","species"
"10","Epilobium sp.","Epilobium",33131,"G",880,3,883,0.01173,NA,NA,"genus"
"10","Hypericum scouleri","Hypericum",65561,"S",784,3,787,0.01045,NA,NA,"species"
"10","Frasera speciosa","Frasera",50758,"S",757,27,784,0.01041,"Gentianaceae","Gentianales","species"
"10","Aquilegia elegantula","Aquilegia",46965,"S",647,66,713,0.00947,"Ranunculaceae","Ranunculales","species"
"10","Pseudognaphalium macounii","Pseudognaphalium",1754165,"S",693,20,713,0.00947,NA,NA,"species"
"10","Aquilegia sp.","Aquilegia",46965,"G",647,66,713,0.00947,NA,NA,"genus"
"10","Cirsium sp.","Cirsium",92907,"G",671,8,679,0.00902,NA,NA,"genus"
"10","Astragalus sp.","Astragalus",47093,"G",523,0,523,0.00695,NA,NA,"genus"
"12","Hydrophyllum fendleri","Hydrophyllum",86854,"S",19420,2938,22358,0.31221,"Hydrophyllaceae","Boraginales","species"
"12","Mertensia ciliata","Mertensia",1288209,"S",884,6837,7721,0.10782,"Boraginaceae","Boraginales","species"
"12","Hydrophyllum sp.","Hydrophyllum",85212,"G",4945,21,4966,0.06935,NA,NA,"genus"
"12","Lupinus argenteus","Lupinus",53216,"S",1030,3804,4834,0.0675,"Fabaceae","Fabales","species"
"12","Erigeron sp.","Erigeron",91271,"G",4763,3159,7922,0.11062,NA,NA,"genus"
"12","Lupinus sericeus","Lupinus",61075,"S",1345,2457,3802,0.05309,"Fabaceae","Fabales","species"
"12","Arenaria lanuginosa","Arenaria",2887378,"S",1678,1964,3642,0.05086,NA,NA,"species"
"12","Agastache pallidiflora","Agastache",313656,"S",2917,106,3023,0.04221,"Lamiaceae","Lamiales","species"
"12","Mertensia fusiformis","Mertensia",1463753,"S",620,2168,2788,0.03893,"Boraginaceae","Boraginales","species"
"12","Cirsium parryi","Cirsium",2718697,"S",1299,294,1593,0.02224,"Asteraceae","Asterales","species"
"12","Hypericum scouleri","Hypericum",65561,"S",1542,23,1565,0.02185,NA,NA,"species"
"12","Hydrophyllum capitatum","Hydrophyllum",79360,"S",1100,178,1278,0.01785,"Hydrophyllaceae","Boraginales","species"
"12","Taraxacum officinale","Taraxacum",50225,"S",1046,32,1078,0.01505,"Asteraceae","Asterales","species"
"12","Ribes sp.","Ribes",175228,"G",976,1,977,0.01364,NA,NA,"genus"
"12","Epilobium sp.","Epilobium",33131,"G",830,9,839,0.01172,NA,NA,"genus"
"12","Helianthella quinquenervis","Helianthella",53582,"S",771,53,824,0.01151,"Asteraceae","Asterales","species"
"12","Cynoglossum officinale","Cynoglossum",1037329,"S",798,9,807,0.01127,NA,NA,"species"
"12","Androsace septentrionalis","Androsace",229527,"S",503,33,536,0.00748,NA,NA,"species"
"14","Hydrophyllum sp.","Hydrophyllum",85212,"G",46151,154,46305,0.52496,NA,NA,"genus"
"14","Hydrophyllum fendleri","Hydrophyllum",86854,"S",17689,1744,19433,0.22031,"Hydrophyllaceae","Boraginales","species"
"14","Hydrophyllum capitatum","Hydrophyllum",79360,"S",10516,368,10884,0.12339,"Hydrophyllaceae","Boraginales","species"
"14","Mertensia fusiformis","Mertensia",1463753,"S",1571,843,2414,0.02737,"Boraginaceae","Boraginales","species"
"14","Taraxacum officinale","Taraxacum",50225,"S",1660,466,2126,0.0241,"Asteraceae","Asterales","species"
"14","Mertensia ciliata","Mertensia",1288209,"S",1069,1042,2111,0.02393,"Boraginaceae","Boraginales","species"
"14","Lupinus argenteus","Lupinus",53216,"S",902,602,1504,0.01705,"Fabaceae","Fabales","species"
"14","Nemophila breviflora","Nemophila",79376,"S",1156,40,1196,0.01356,NA,NA,"species"
"15","Taraxacum officinale","Taraxacum",50225,"S",14187,675,14862,0.17107,"Asteraceae","Asterales","species"
"15","Agastache pallidiflora","Agastache",313656,"S",7252,328,7580,0.08725,"Lamiaceae","Lamiales","species"
"15","Mertensia ciliata","Mertensia",1288209,"S",747,5381,6128,0.07053,"Boraginaceae","Boraginales","species"
"15","Arenaria lanuginosa","Arenaria",2887378,"S",3008,3074,6082,0.07001,NA,NA,"species"
"15","Lupinus sericeus","Lupinus",61075,"S",2390,3612,6002,0.06908,"Fabaceae","Fabales","species"
"15","Lupinus argenteus","Lupinus",53216,"S",1022,3444,4466,0.0514,"Fabaceae","Fabales","species"
"15","Sorbus scopulina","Sorbus",1572685,"S",5864,2108,7972,0.09175,NA,NA,NA
"15","Erigeron sp.","Erigeron",91271,"G",1436,3029,4465,0.05139,NA,NA,"genus"
"15","Hydrophyllum fendleri","Hydrophyllum",86854,"S",3203,460,3663,0.04216,"Hydrophyllaceae","Boraginales","species"
"15","Crataegus erythropoda","Crataegus",2894908,"S",2894,190,3084,0.0355,NA,NA,"species"
"15","Rosaceae",NA,1770156,"F",2502,442,2944,0.03389,NA,NA,NA
"15","Senecio integerrimus","Senecio",2841768,"S",2640,87,2727,0.03139,"Asteraceae","Asterales","species"
"15","Senecio sp.","Senecio",2841768,"G",2640,87,2727,0.03139,NA,NA,"genus"
"15","Ribes sp.","Ribes",175228,"G",2540,5,2545,0.02929,NA,NA,"genus"
"15","Mertensia fusiformis","Mertensia",1463753,"S",535,1771,2306,0.02654,"Boraginaceae","Boraginales","species"
"15","Dasiphora fruticosa","Dasiphora",32239,"S",1512,37,1549,0.01783,"Rosaceae","Rosales","species"
"15","Hydrophyllum capitatum","Hydrophyllum",79360,"S",1145,168,1313,0.01511,"Hydrophyllaceae","Boraginales","species"
"15","Taraxacum campylodes","Taraxacum",90027,"S",1184,68,1252,0.01441,NA,NA,"species"
"15","Epilobium sp.","Epilobium",33131,"G",1230,12,1242,0.0143,NA,NA,"genus"
"15","Hydrophyllum sp.","Hydrophyllum",85212,"G",1013,3,1016,0.01169,NA,NA,"genus"
"15","Hypericum scouleri","Hypericum",65561,"S",939,18,957,0.01102,NA,NA,"species"
"15","Viola sp.","Viola",97441,"G",724,51,775,0.00892,NA,NA,"genus"
"15","Cynoglossum officinale","Cynoglossum",1037329,"S",730,2,732,0.00843,NA,NA,"species"
"15","Sagina saginoides","Sagina",230724,"S",607,125,732,0.00843,NA,NA,"species"
"17","Lupinus sericeus","Lupinus",61075,"S",174734,68938,243672,0.45169,"Fabaceae","Fabales","species"
"17","Lupinus argenteus","Lupinus",53216,"S",133411,48673,182084,0.33753,"Fabaceae","Fabales","species"
"17","Mertensia brevistyla","Mertensia",1288209,"S",6694,2595,9289,0.01722,"Boraginaceae","Boraginales","species"
"17","Taraxacum officinale","Taraxacum",50225,"S",4594,590,5184,0.00961,"Asteraceae","Asterales","species"
"17","Hydrophyllum sp.","Hydrophyllum",85212,"G",3796,10,3806,0.00706,NA,NA,"genus"
"17","Astragalus sp.","Astragalus",47093,"G",3360,0,3360,0.00623,NA,NA,"genus"
"17","Salix sp.","Salix",43335,"G",3005,0,3005,0.00557,NA,NA,"species"
"17","Arenaria lanuginosa","Arenaria",2887378,"S",2648,273,2921,0.00541,NA,NA,"species"
"17","Erigeron sp.","Erigeron",91271,"G",1417,757,2174,0.00403,NA,NA,"genus"
"17","Sorbus scopulina","Sorbus",1572685,"S",1146,758,1904,0.00353,NA,NA,NA
"17","Sedum lanceolatum","Sedum",85264,"S",1475,0,1475,0.00273,NA,NA,"species"
"17","Anemone sp.",NA,714493,"G",1358,116,1474,0.00273,NA,NA,NA
"17","Vicia americana","Vicia",200966,"S",1251,32,1283,0.00238,"Fabaceae","Fabales","species"
"17","Trollius sp.","Trollius",212754,"G",970,231,1201,0.00223,NA,NA,"genus"
"17","Scabrethia scabra","Scabrethia",230225,"S",1014,84,1098,0.00204,"Asteraceae","Asterales","species"
"17","Berberis repens","Berberis",1433329,"S",899,0,899,0.00167,NA,NA,"species"
"17","Hydrophyllum capitatum","Hydrophyllum",79360,"S",863,9,872,0.00162,"Hydrophyllaceae","Boraginales","species"
"17","Taraxacum campylodes","Taraxacum",90027,"S",715,155,870,0.00161,NA,NA,"species"
"17","Parnassia fimbriata","Parnassia",38862,"S",822,40,862,0.0016,NA,NA,"species"
"17","Rubus sp.","Rubus",714495,"G",770,72,842,0.00156,NA,NA,"genus"
"17","Shepherdia canadensis","Shepherdia",72158,"S",739,29,768,0.00142,NA,NA,"species"
"17","Brickellia grandiflora","Brickellia",1550814,"S",661,74,735,0.00136,NA,NA,"species"
"17","Cynoglossum officinale","Cynoglossum",256486,"S",637,98,735,0.00136,NA,NA,"species"
"17","Agastache pallidiflora","Agastache",313656,"S",717,8,725,0.00134,"Lamiaceae","Lamiales","species"
"17","Hydrophyllum fendleri","Hydrophyllum",86854,"S",656,53,709,0.00131,"Hydrophyllaceae","Boraginales","species"
"17","Phlox multiflora","Phlox",1570903,"S",637,72,709,0.00131,"Polemoniaceae","Ericales","species"
"17","Phlox sp.","Phlox",1570903,"G",637,72,709,0.00131,NA,NA,"genus"
"17","Holodiscus dumosus","Holodiscus",1961195,"S",643,41,684,0.00127,NA,NA,"species"
"17","Hypericum scouleri","Hypericum",65561,"S",586,0,586,0.00109,NA,NA,"species"
"17","Collomia linearis","Collomia",66234,"S",517,26,543,0.00101,NA,NA,"species"
"17","Corydalis caseana","Corydalis",2894902,"S",539,0,539,0.001,NA,NA,"species"
"17","Delphinium sp.","Delphinium",984877,"G",523,9,532,0.00099,NA,NA,"genus"
"18","Mertensia fusiformis","Mertensia",1463753,"S",99225,30055,129280,0.17804,"Boraginaceae","Boraginales","species"
"18","Lupinus sericeus","Lupinus",61075,"S",74354,34670,109024,0.15014,"Fabaceae","Fabales","species"
"18","Vaccinium scoparium","Vaccinium",180772,"S",92927,1927,94854,0.13063,"Ericaceae","Ericales","species"
"18","Vaccinium sp.","Vaccinium",180772,"G",92927,1927,94854,0.13063,NA,NA,"genus"
"18","Lupinus argenteus","Lupinus",53216,"S",61582,27946,89528,0.12329,"Fabaceae","Fabales","species"
"18","Salix sp.","Salix",43335,"G",68013,20,68033,0.09369,NA,NA,"species"
"18","Mertensia ciliata","Mertensia",1288209,"S",35248,19542,54790,0.07545,"Boraginaceae","Boraginales","species"
"18","Arenaria lanuginosa","Arenaria",2887378,"S",10219,1164,11383,0.01568,NA,NA,"species"
"18","Gaultheria humifusa","Gaultheria",1091537,"S",9581,295,9876,0.0136,NA,NA,"species"
"18","Hydrophyllum sp.","Hydrophyllum",85212,"G",9629,81,9710,0.01337,NA,NA,"genus"
"18","Cynoglossum officinale","Cynoglossum",1037329,"S",21307,3480,24787,0.03414,NA,NA,"species"
"18","Erigeron sp.","Erigeron",91271,"G",6821,2503,9324,0.01284,NA,NA,"genus"
"18","Sorbus scopulina","Sorbus",1572685,"S",4252,3470,7722,0.01064,NA,NA,NA
"18","Senecio integerrimus","Senecio",462536,"S",7010,11091,18101,0.02493,"Asteraceae","Asterales","species"
"18","Senecio sp.","Senecio",462536,"G",7010,11091,18101,0.02493,NA,NA,"genus"
"18","Trollius sp.","Trollius",212754,"G",2747,589,3336,0.00459,NA,NA,"genus"
"18","Epilobium sp.","Epilobium",33131,"G",3163,101,3264,0.0045,NA,NA,"genus"
"18","Hydrophyllum capitatum","Hydrophyllum",79360,"S",2352,63,2415,0.00333,"Hydrophyllaceae","Boraginales","species"
"18","Potentilla anserina","Potentilla",57926,"S",2251,137,2388,0.00329,"Rosaceae","Rosales","species"
"18","Corydalis caseana","Corydalis",2894902,"S",1995,2,1997,0.00275,NA,NA,"species"
"18","Phlox multiflora","Phlox",1570903,"S",1881,57,1938,0.00267,"Polemoniaceae","Ericales","species"
"18","Phlox sp.","Phlox",1570903,"G",1881,57,1938,0.00267,NA,NA,"genus"
"18","Rubus sp.","Rubus",714495,"G",1739,194,1933,0.00266,NA,NA,"genus"
"18","Collomia linearis","Collomia",66234,"S",1885,26,1911,0.00263,NA,NA,"species"
"18","Anemone sp.",NA,714493,"G",1720,173,1893,0.00261,NA,NA,NA
"18","Sedum lanceolatum","Sedum",85264,"S",1708,1,1709,0.00235,NA,NA,"species"
"18","Hypericum scouleri","Hypericum",65561,"S",1596,1,1597,0.0022,NA,NA,"species"
"18","Astragalus sp.","Astragalus",47093,"G",1469,0,1469,0.00202,NA,NA,"genus"
"18","Pseudognaphalium macounii","Pseudognaphalium",1754165,"S",1147,314,1461,0.00201,NA,NA,"species"
"18","Parnassia fimbriata","Parnassia",38862,"S",1403,51,1454,0.002,NA,NA,"species"
"18","Scabrethia scabra","Scabrethia",230225,"S",1406,19,1425,0.00196,"Asteraceae","Asterales","species"
"18","Hydrophyllum fendleri","Hydrophyllum",86854,"S",1037,281,1318,0.00182,"Hydrophyllaceae","Boraginales","species"
"18","Taraxacum officinale","Taraxacum",50225,"S",1042,224,1266,0.00174,"Asteraceae","Asterales","species"
"18","Minuartia macrantha","Minuartia",685559,"S",1225,36,1261,0.00174,NA,NA,"species"
"18","Potentilla sp.","Potentilla",667297,"G",1144,112,1256,0.00173,NA,NA,"genus"
"18","Crataegus erythropoda","Crataegus",2894908,"S",1109,144,1253,0.00173,NA,NA,"species"
"18","Nemophila breviflora","Nemophila",79376,"S",1004,21,1025,0.00141,NA,NA,"species"
"18","Agastache pallidiflora","Agastache",313656,"S",999,3,1002,0.00138,"Lamiaceae","Lamiales","species"
"18","Geum sp.","Geum",1640877,"G",958,16,974,0.00134,NA,NA,"genus"
"18","Cerastium arvense","Cerastium",2893814,"S",803,146,949,0.00131,NA,NA,"species"
"18","Paxistima myrsinites","Paxistima",123440,"S",924,0,924,0.00127,NA,NA,"species"
"18","Holodiscus dumosus","Holodiscus",1961195,"S",868,27,895,0.00123,NA,NA,"species"
"18","Vicia americana","Vicia",200966,"S",882,11,893,0.00123,"Fabaceae","Fabales","species"
"18","Sagina saginoides","Sagina",230724,"S",864,23,887,0.00122,NA,NA,"species"
"18","Crepis intermedia","Crepis",268348,"S",867,16,883,0.00122,NA,NA,"species"
"18","Aquilegia elegantula","Aquilegia",46965,"S",759,115,874,0.0012,"Ranunculaceae","Ranunculales","species"
"18","Aquilegia sp.","Aquilegia",46965,"G",759,115,874,0.0012,NA,NA,"genus"
"18","Brickellia grandiflora","Brickellia",1550814,"S",846,18,864,0.00119,NA,NA,"species"
"18","Actaea rubra","Actaea",64034,"S",740,103,843,0.00116,NA,NA,"species"
"18","Shepherdia canadensis","Shepherdia",72158,"S",760,79,839,0.00116,NA,NA,"species"
"18","Thalictrum fendleri","Thalictrum",46969,"S",723,85,808,0.00111,"Ranunculaceae","Ranunculales","species"
"18","Thalictrum sp.","Thalictrum",46969,"G",723,85,808,0.00111,NA,NA,"genus"
"18","Asteroideae",NA,261773,"Subfamily",686,113,799,0.0011,NA,NA,NA
"18","Microseris nutans","Microseris",51940,"S",738,31,769,0.00106,NA,NA,"species"
"18","Rosaceae",NA,1770156,"F",513,243,756,0.00104,NA,NA,NA
"18","Ribes sp.","Ribes",175228,"G",715,29,744,0.00102,NA,NA,"genus"
"18","Tonestus pygmaeus","Tonestus",217608,"S",674,31,705,0.00097,NA,NA,"species"
"18","Orthilia secunda","Orthilia",93819,"S",572,90,662,0.00091,"Ericaceae","Ericales","species"
"18","Rhodiola sp.","Rhodiola",203015,"G",549,62,611,0.00084,NA,NA,"genus"
"18","Leucanthemum vulgare","Leucanthemum",1155837,"S",533,22,555,0.00076,NA,NA,"species"
"18","Stellaria sp.","Stellaria",1137914,"G",543,3,546,0.00075,NA,NA,"genus"
"19","Hydrophyllum sp.","Hydrophyllum",85212,"G",119034,1284,120318,0.64725,NA,NA,"genus"
"19","Hydrophyllum capitatum","Hydrophyllum",79360,"S",26393,3374,29767,0.16013,"Hydrophyllaceae","Boraginales","species"
"19","Hydrophyllum fendleri","Hydrophyllum",86854,"S",11279,4017,15296,0.08228,"Hydrophyllaceae","Boraginales","species"
"19","Lupinus argenteus","Lupinus",53216,"S",1452,3631,5083,0.02734,"Fabaceae","Fabales","species"
"19","Lupinus sericeus","Lupinus",61075,"S",1625,2153,3778,0.02032,"Fabaceae","Fabales","species"
"19","Arenaria lanuginosa","Arenaria",2887378,"S",1199,1200,2399,0.01291,NA,NA,"species"
"19","Erigeron sp.","Erigeron",91271,"G",684,1364,2048,0.01102,NA,NA,"genus"
"19","Nemophila breviflora","Nemophila",79376,"S",1886,109,1995,0.01073,NA,NA,"species"
"19","Vaccinium sp.","Vaccinium",180772,"G",738,274,1012,0.00544,NA,NA,"genus"
"19","Agastache pallidiflora","Agastache",313656,"S",726,21,747,0.00402,"Lamiaceae","Lamiales","species"
"19","Salix sp.","Salix",43335,"G",700,3,703,0.00378,NA,NA,"species"
"19","Parnassia fimbriata","Parnassia",38862,"S",629,0,629,0.00338,NA,NA,"species"
"19","Potentilla anserina","Potentilla",57926,"S",528,95,623,0.00335,"Rosaceae","Rosales","species"
"19","Geum triflorum","Geum",1640877,"S",528,32,560,0.00301,"Rosaceae","Rosales","species"
"19","Geum sp.","Geum",1640877,"G",528,32,560,0.00301,NA,NA,"genus"
"20","Mertensia ciliata","Mertensia",1288209,"S",23226,2061,25287,0.37016,"Boraginaceae","Boraginales","species"
"20","Mertensia fusiformis","Mertensia",1463753,"S",21079,1208,22287,0.32624,"Boraginaceae","Boraginales","species"
"20","Lupinus argenteus","Lupinus",53216,"S",5271,304,5575,0.08161,"Fabaceae","Fabales","species"
"20","Hydrophyllum fendleri","Hydrophyllum",86854,"S",4838,175,5013,0.07338,"Hydrophyllaceae","Boraginales","species"
"20","Parnassia fimbriata","Parnassia",38862,"S",3701,0,3701,0.05418,NA,NA,"species"
"20","Erigeron sp.","Erigeron",91271,"G",1639,191,1830,0.02679,NA,NA,"genus"
"20","Hydrophyllum sp.","Hydrophyllum",85212,"G",1301,1,1302,0.01906,NA,NA,"genus"
"20","Lupinus sericeus","Lupinus",61075,"S",1032,42,1074,0.01572,"Fabaceae","Fabales","species"
"20","Taraxacum officinale","Taraxacum",50225,"S",877,15,892,0.01306,"Asteraceae","Asterales","species"
"20","Cynoglossum officinale","Cynoglossum",1421735,"S",594,135,729,0.01067,NA,NA,"species"
"20","Epilobium sp.","Epilobium",33131,"G",619,0,619,0.00906,NA,NA,"genus"
"21","Hydrophyllum fendleri","Hydrophyllum",86854,"S",27572,1268,28840,0.71148,"Hydrophyllaceae","Boraginales","species"
"21","Hydrophyllum sp.","Hydrophyllum",85212,"G",7602,13,7615,0.18786,NA,NA,"genus"
"21","Parnassia fimbriata","Parnassia",38862,"S",1558,0,1558,0.03844,NA,NA,"species"
"21","Hydrophyllum capitatum","Hydrophyllum",79360,"S",1423,64,1487,0.03668,"Hydrophyllaceae","Boraginales","species"
"21","Lupinus argenteus","Lupinus",53216,"S",571,462,1033,0.02548,"Fabaceae","Fabales","species"
"23","Delphinium nuttallianum","Delphinium",136316,"S",74908,3426,78334,0.869,"Ranunculaceae","Ranunculales","species"
"23","Delphinium sp.","Delphinium",984877,"G",6179,0,6179,0.06855,NA,NA,"genus"
"23","Arenaria lanuginosa","Arenaria",2887378,"S",907,4800,5707,0.06331,NA,NA,"species"
"23","Hypericum scouleri","Hypericum",65561,"S",757,431,1188,0.01318,NA,NA,"species"
"23","Caltha leptosepala","Caltha",3449,"S",640,417,1057,0.01173,NA,NA,"species"
"23","Viola sp.","Viola",97441,"G",674,228,902,0.01001,NA,NA,"genus"
"23","Trollius sp.","Trollius",212754,"G",802,50,852,0.00945,NA,NA,"genus"
"23","Potentilla anserina","Potentilla",57926,"S",556,157,713,0.00791,"Rosaceae","Rosales","species"
"23","Lithophragma glabrum","Lithophragma",100316,"S",546,2,548,0.00608,NA,NA,"species"
"24","Delphinium nuttallianum","Delphinium",136316,"S",13028,893,13921,0.99985,"Ranunculaceae","Ranunculales","species"
"24","Delphinium sp.","Delphinium",984877,"G",1833,0,1833,0.13165,NA,NA,"genus"
"25","Delphinium nuttallianum","Delphinium",136316,"S",62259,3212,65471,0.94722,"Ranunculaceae","Ranunculales","species"
"25","Delphinium sp.","Delphinium",984877,"G",9356,0,9356,0.13536,NA,NA,"genus"
"25","Taraxacum officinale","Taraxacum",50225,"S",608,818,1426,0.02063,"Asteraceae","Asterales","species"
"25","Trollius sp.","Trollius",212754,"G",899,259,1158,0.01675,NA,NA,"genus"
"25","Caltha leptosepala","Caltha",3449,"S",609,453,1062,0.01536,NA,NA,"species"
"26","Delphinium nuttallianum","Delphinium",136316,"S",415622,23645,439267,0.83468,"Ranunculaceae","Ranunculales","species"
"26","Delphinium sp.","Delphinium",984877,"G",55075,0,55075,0.10465,NA,NA,"genus"
"26","Taraxacum officinale","Taraxacum",50225,"S",8359,1239,9598,0.01824,"Asteraceae","Asterales","species"
"26","Trollius sp.","Trollius",212754,"G",5815,889,6704,0.01274,NA,NA,"genus"
"26","Caltha leptosepala","Caltha",3449,"S",5661,19,5680,0.01079,NA,NA,"species"
"26","Aquilegia elegantula","Aquilegia",46965,"S",3041,1674,4715,0.00896,"Ranunculaceae","Ranunculales","species"
"26","Aquilegia sp.","Aquilegia",46965,"G",3041,1674,4715,0.00896,NA,NA,"genus"
"26","Lupinus argenteus","Lupinus",53216,"S",1208,3447,4655,0.00885,"Fabaceae","Fabales","species"
"26","Thalictrum sp.","Thalictrum",79802,"G",4495,3054,7549,0.01434,NA,NA,"genus"
"26","Hydrophyllum capitatum","Hydrophyllum",79360,"S",3024,363,3387,0.00644,"Hydrophyllaceae","Boraginales","species"
"26","Anemone sp.",NA,714493,"G",3271,1948,5219,0.00992,NA,NA,NA
"26","Lupinus sericeus","Lupinus",61075,"S",1313,1764,3077,0.00585,"Fabaceae","Fabales","species"
"26","Erigeron sp.","Erigeron",91271,"G",797,2200,2997,0.00569,NA,NA,"genus"
"26","Dasiphora fruticosa","Dasiphora",32239,"S",2553,197,2750,0.00523,"Rosaceae","Rosales","species"
"26","Taraxacum campylodes","Taraxacum",90027,"S",1932,438,2370,0.0045,NA,NA,"species"
"26","Actaea rubra","Actaea",64034,"S",921,1356,2277,0.00433,NA,NA,"species"
"26","Corydalis caseana","Corydalis",2894902,"S",2261,0,2261,0.0043,NA,NA,"species"
"26","Geum sp.","Geum",1640877,"G",1993,31,2024,0.00385,NA,NA,"genus"
"26","Parnassia fimbriata","Parnassia",38862,"S",1887,57,1944,0.00369,NA,NA,"species"
"26","Arenaria lanuginosa","Arenaria",2887378,"S",1016,844,1860,0.00353,NA,NA,"species"
"26","Helianthella quinquenervis","Helianthella",53582,"S",946,834,1780,0.00338,"Asteraceae","Asterales","species"
