"sample.id","Taxon","Genus","taxonomy_id","taxonomy_lvl","kraken_assigned_reads","added_reads","new_est_reads","fraction_total_reads","Family","Order","Rank"
"44","Helianthella quinquenervis","Helianthella",53582,"S",1005,248,1253,0.00404,"Asteraceae","Asterales","species"
"44","Aquilegia sp.","Aquilegia",46965,"G",735,383,1118,0.00361,NA,NA,"genus"
"44","Dasiphora fruticosa","Dasiphora",32239,"S",1027,60,1087,0.00351,"Rosaceae","Rosales","species"
"44","Thalictrum sp.","Thalictrum",79802,"G",1318,764,2082,0.00672,NA,NA,"genus"
"44","Corydalis caseana","Corydalis",2894902,"S",805,0,805,0.0026,NA,NA,"species"
"44","Hypericum scouleri","Hypericum",65561,"S",794,2,796,0.00257,NA,NA,"species"
"44","Parnassia fimbriata","Parnassia",38862,"S",713,9,722,0.00233,NA,NA,"species"
"44","Geum sp.","Geum",1640877,"G",661,7,668,0.00215,NA,NA,"genus"
"44","Potentilla anserina","Potentilla",57926,"S",521,43,564,0.00182,"Rosaceae","Rosales","species"
"46","Salix sp.","Salix",43335,"G",761347,1201,762548,0.7689,NA,NA,"species"
"46","Mertensia brevistyla","Mertensia",1463753,"S",75652,28648,104300,0.10517,"Boraginaceae","Boraginales","species"
"46","Hydrophyllum sp.","Hydrophyllum",85212,"G",16100,49,16149,0.01628,NA,NA,"genus"
"46","Lupinus argenteus","Lupinus",53216,"S",10423,3892,14315,0.01443,"Fabaceae","Fabales","species"
"46","Hydrophyllum fendleri","Hydrophyllum",86854,"S",10247,1025,11272,0.01137,"Hydrophyllaceae","Boraginales","species"
"46","Erigeron sp.","Erigeron",91271,"G",4429,1689,6118,0.00617,NA,NA,"genus"
"46","Arenaria lanuginosa","Arenaria",2887378,"S",3760,1127,4887,0.00493,NA,NA,"species"
"46","Lupinus sericeus","Lupinus",61075,"S",3267,915,4182,0.00422,"Fabaceae","Fabales","species"
"46","Cynoglossum officinale","Cynoglossum",256486,"S",9777,1582,11359,0.01146,NA,NA,"species"
"46","Viola sp.","Viola",97441,"G",2346,1021,3367,0.0034,NA,NA,"genus"
"46","Paxistima myrsinites","Paxistima",123440,"S",3114,0,3114,0.00314,NA,NA,"species"
"46","Hypericum scouleri","Hypericum",65561,"S",2866,25,2891,0.00292,NA,NA,"species"
"46","Agastache pallidiflora","Agastache",313656,"S",2641,16,2657,0.00268,"Lamiaceae","Lamiales","species"
"46","Taraxacum officinale","Taraxacum",50225,"S",2248,265,2513,0.00253,"Asteraceae","Asterales","species"
"46","Sorbus scopulina","Sorbus",1572685,"S",1416,1800,3216,0.00324,NA,NA,NA
"46","Collomia linearis","Collomia",66234,"S",1616,126,1742,0.00176,NA,NA,"species"
"46","Epilobium sp.","Epilobium",33131,"G",1664,27,1691,0.00171,NA,NA,"genus"
"46","Potentilla sp.","Potentilla",667297,"G",1395,203,1598,0.00161,NA,NA,"genus"
"46","Ribes sp.","Ribes",175228,"G",1420,53,1473,0.00149,NA,NA,"genus"
"46","Ipomopsis aggregata","Ipomopsis",40742,"S",1383,72,1455,0.00147,"Polemoniaceae","Ericales","species"
"46","Corydalis caseana","Corydalis",2894902,"S",1422,2,1424,0.00144,NA,NA,"species"
"46","Delphinium nuttallianum","Delphinium",136334,"S",1256,678,1934,0.00195,"Ranunculaceae","Ranunculales","species"
"46","Rubus sp.","Rubus",714495,"G",1130,113,1243,0.00125,NA,NA,"genus"
"46","Trollius sp.","Trollius",212754,"G",962,237,1199,0.00121,NA,NA,"genus"
"46","Acer glabrum","Acer",66205,"S",1190,0,1190,0.0012,NA,NA,"species"
"46","Lithophragma glabrum","Lithophragma",100316,"S",1071,113,1184,0.00119,NA,NA,"species"
"46","Geum sp.","Geum",1640877,"G",1167,13,1180,0.00119,NA,NA,"genus"
"46","Holodiscus dumosus","Holodiscus",1961195,"S",1091,28,1119,0.00113,NA,NA,"species"
"46","Pseudognaphalium macounii","Pseudognaphalium",1754165,"S",580,481,1061,0.00107,NA,NA,"species"
"46","Hydrophyllum capitatum","Hydrophyllum",79360,"S",882,20,902,0.00091,"Hydrophyllaceae","Boraginales","species"
"46","Cerastium arvense","Cerastium",2893814,"S",630,229,859,0.00087,NA,NA,"species"
"46","Parnassia fimbriata","Parnassia",38862,"S",632,219,851,0.00086,NA,NA,"species"
"46","Rhodiola sp.","Rhodiola",203015,"G",695,128,823,0.00083,NA,NA,"genus"
"46","Shepherdia canadensis","Shepherdia",72158,"S",778,44,822,0.00083,NA,NA,"species"
"46","Thalictrum sp.","Thalictrum",46969,"G",756,52,808,0.00081,NA,NA,"genus"
"46","Dasiphora fruticosa","Dasiphora",32239,"S",679,81,760,0.00077,"Rosaceae","Rosales","species"
"46","Stellaria sp.","Stellaria",1137914,"G",1305,177,1482,0.0015,NA,NA,"genus"
"46","Phlox multiflora","Phlox",1570903,"S",632,108,740,0.00075,"Polemoniaceae","Ericales","species"
"46","Phlox sp.","Phlox",1570903,"G",632,108,740,0.00075,NA,NA,"genus"
"46","Crataegus erythropoda","Crataegus",2894908,"S",612,117,729,0.00074,NA,NA,"species"
"46","Aquilegia elegantula","Aquilegia",46965,"S",554,111,665,0.00067,"Ranunculaceae","Ranunculales","species"
"46","Aquilegia sp.","Aquilegia",46965,"G",554,111,665,0.00067,NA,NA,"genus"
"46","Nemophila breviflora","Nemophila",79376,"S",545,17,562,0.00057,NA,NA,"species"
"49","Delphinium barbeyi","Delphinium",136316,"S",39458,1266,40724,0.57013,"Ranunculaceae","Ranunculales","species"
"49","Arenaria lanuginosa","Arenaria",2887378,"S",1228,5617,6845,0.09583,NA,NA,"species"
"49","Delphinium sp.","Delphinium",984877,"G",4300,0,4300,0.0602,NA,NA,"genus"
"49","Hypericum scouleri","Hypericum",65561,"S",890,516,1406,0.01968,NA,NA,"species"
"49","Vicia americana","Vicia",200966,"S",594,421,1015,0.01421,"Fabaceae","Fabales","species"
"49","Epilobium sp.","Epilobium",33131,"G",919,61,980,0.01372,NA,NA,"genus"
"49","Caltha leptosepala","Caltha",3449,"S",535,400,935,0.01309,NA,NA,"species"
"49","Viola sp.","Viola",97441,"G",600,181,781,0.01093,NA,NA,"genus"
"51","Delphinium nuttallianum","Delphinium",136316,"S",51172,3283,54455,0.84372,"Ranunculaceae","Ranunculales","species"
"51","Arenaria lanuginosa","Arenaria",2887378,"S",1237,5299,6536,0.10127,NA,NA,"species"
"51","Delphinium sp.","Delphinium",984877,"G",5493,0,5493,0.08511,NA,NA,"genus"
"51","Hypericum scouleri","Hypericum",65561,"S",628,507,1135,0.01759,NA,NA,"species"
"51","Caltha leptosepala","Caltha",3449,"S",539,340,879,0.01362,NA,NA,"species"
"51","Viola sp.","Viola",97441,"G",622,168,790,0.01224,NA,NA,"genus"
"51","Trollius sp.","Trollius",212754,"G",648,95,743,0.01151,NA,NA,"genus"
"52","Lupinus sericeus","Lupinus",61075,"S",39306,17299,56605,0.33394,"Fabaceae","Fabales","species"
"52","Lupinus argenteus","Lupinus",53216,"S",26281,16210,42491,0.25068,"Fabaceae","Fabales","species"
"52","Mertensia brevistyla","Mertensia",1288209,"S",7334,6977,14311,0.08443,"Boraginaceae","Boraginales","species"
"52","Arenaria lanuginosa","Arenaria",2887378,"S",4351,1812,6163,0.03636,NA,NA,"species"
"52","Delphinium nuttallianum","Delphinium",136334,"S",7639,1302,8941,0.05275,"Ranunculaceae","Ranunculales","species"
"52","Agastache pallidiflora","Agastache",313656,"S",3947,64,4011,0.02366,"Lamiaceae","Lamiales","species"
"52","Erigeron sp.","Erigeron",91271,"G",1416,876,2292,0.01352,NA,NA,"genus"
"52","Senecio integerrimus","Senecio",2841768,"S",2338,644,2982,0.01759,"Asteraceae","Asterales","species"
"52","Senecio sp.","Senecio",2841768,"G",2338,644,2982,0.01759,NA,NA,"genus"
"52","Hypericum scouleri","Hypericum",65561,"S",1874,2,1876,0.01107,NA,NA,"species"
"52","Hydrophyllum sp.","Hydrophyllum",85212,"G",1859,3,1862,0.01098,NA,NA,"genus"
"52","Hydrophyllum fendleri","Hydrophyllum",86854,"S",1146,75,1221,0.0072,"Hydrophyllaceae","Boraginales","species"
"52","Rhodiola sp.","Rhodiola",203015,"G",1025,44,1069,0.00631,NA,NA,"genus"
"52","Trollius sp.","Trollius",212754,"G",940,118,1058,0.00624,NA,NA,"genus"
"52","Viola sp.","Viola",97441,"G",844,55,899,0.0053,NA,NA,"genus"
"52","Delphinium sp.","Delphinium",984877,"G",856,0,856,0.00505,NA,NA,"genus"
"52","Dasiphora fruticosa","Dasiphora",32239,"S",636,85,721,0.00425,"Rosaceae","Rosales","species"
"52","Anemone sp.",NA,714493,"G",651,64,715,0.00422,NA,NA,NA
"52","Sagina saginoides","Sagina",230724,"S",568,111,679,0.00401,NA,NA,"species"
"52","Minuartia macrantha","Minuartia",685559,"S",553,118,671,0.00396,NA,NA,"species"
"52","Epilobium sp.","Epilobium",33131,"G",652,19,671,0.00396,NA,NA,"genus"
"52","Taraxacum officinale","Taraxacum",50225,"S",637,12,649,0.00383,"Asteraceae","Asterales","species"
"52","Hydrophyllum capitatum","Hydrophyllum",79360,"S",630,15,645,0.00381,"Hydrophyllaceae","Boraginales","species"
"52","Astragalus sp.","Astragalus",47093,"G",635,0,635,0.00375,NA,NA,"genus"
"52","Salix sp.","Salix",43335,"G",551,0,551,0.00325,NA,NA,"species"
"52","Scabrethia scabra","Scabrethia",230225,"S",502,16,518,0.00306,"Asteraceae","Asterales","species"
"54","Hydrophyllum sp.","Hydrophyllum",85212,"G",11031,59,11090,0.21171,NA,NA,"genus"
"54","Hydrophyllum fendleri","Hydrophyllum",86854,"S",9264,1353,10617,0.20268,"Hydrophyllaceae","Boraginales","species"
"54","Lupinus argenteus","Lupinus",53216,"S",2003,5204,7207,0.13758,"Fabaceae","Fabales","species"
"54","Lupinus sericeus","Lupinus",61075,"S",3004,3830,6834,0.13046,"Fabaceae","Fabales","species"
"54","Epilobium sp.","Epilobium",33131,"G",6427,48,6475,0.12361,NA,NA,"genus"
"54","Arenaria lanuginosa","Arenaria",2887378,"S",2813,2416,5229,0.09982,NA,NA,"species"
"54","Agastache pallidiflora","Agastache",313656,"S",1083,25,1108,0.02115,"Lamiaceae","Lamiales","species"
"54","Rhodiola integrifolia","Rhodiola",203015,"S",835,74,909,0.01735,"Crassulaceae","Saxifragales","species"
"54","Rhodiola sp.","Rhodiola",203015,"G",835,74,909,0.01735,NA,NA,"genus"
"54","Hydrophyllum capitatum","Hydrophyllum",79360,"S",739,84,823,0.01571,"Hydrophyllaceae","Boraginales","species"
"54","Hypericum scouleri","Hypericum",65561,"S",529,6,535,0.01021,NA,NA,"species"
"55","Mertensia fusiformis","Mertensia",1463753,"S",173359,48870,222229,0.33128,"Boraginaceae","Boraginales","species"
"55","Mertensia ciliata","Mertensia",1288209,"S",55132,27992,83124,0.12391,"Boraginaceae","Boraginales","species"
"55","Delphinium nuttallianum","Delphinium",136316,"S",90624,9756,100380,0.14963,"Ranunculaceae","Ranunculales","species"
"55","Lupinus argenteus","Lupinus",53216,"S",30315,10237,40552,0.06045,"Fabaceae","Fabales","species"
"55","Hydrophyllum sp.","Hydrophyllum",85212,"G",23778,198,23976,0.03574,NA,NA,"genus"
"55","Arenaria lanuginosa","Arenaria",2887378,"S",19050,1521,20571,0.03067,NA,NA,"species"
"55","Cynoglossum officinale","Cynoglossum",1037329,"S",33576,6067,39643,0.0591,NA,NA,"species"
"55","Lupinus sericeus","Lupinus",61075,"S",11381,3544,14925,0.02225,"Fabaceae","Fabales","species"
"55","Erigeron sp.","Erigeron",91271,"G",10402,2601,13003,0.01938,NA,NA,"genus"
"55","Delphinium sp.","Delphinium",984877,"G",10142,0,10142,0.01512,NA,NA,"genus"
"55","Sorbus scopulina","Sorbus",1572685,"S",5586,5755,11341,0.01691,NA,NA,NA
"55","Hydrophyllum capitatum","Hydrophyllum",79360,"S",5446,93,5539,0.00826,"Hydrophyllaceae","Boraginales","species"
"55","Trollius sp.","Trollius",212754,"G",4476,360,4836,0.00721,NA,NA,"genus"
"55","Hydrophyllum fendleri","Hydrophyllum",86854,"S",3517,777,4294,0.0064,"Hydrophyllaceae","Boraginales","species"
"55","Corydalis caseana","Corydalis",2894902,"S",3764,0,3764,0.00561,NA,NA,"species"
"55","Anemone sp.",NA,714493,"G",2914,656,3570,0.00532,NA,NA,NA
"55","Salix sp.","Salix",43335,"G",3527,2,3529,0.00526,NA,NA,"species"
"55","Parnassia fimbriata","Parnassia",38862,"S",3160,38,3198,0.00477,NA,NA,"species"
"55","Potentilla anserina","Potentilla",57926,"S",2759,135,2894,0.00431,"Rosaceae","Rosales","species"
"55","Senecio integerrimus","Senecio",462536,"S",3116,3518,6634,0.00989,"Asteraceae","Asterales","species"
"55","Senecio sp.","Senecio",462536,"G",3116,3518,6634,0.00989,NA,NA,"genus"
"55","Collomia linearis","Collomia",66234,"S",2458,21,2479,0.0037,NA,NA,"species"
"55","Crepis intermedia","Crepis",268348,"S",2186,9,2195,0.00327,NA,NA,"species"
"55","Aquilegia sp.","Aquilegia",46965,"G",1674,394,2068,0.00308,NA,NA,"genus"
"55","Crataegus erythropoda","Crataegus",2894908,"S",1776,290,2066,0.00308,NA,NA,"species"
"55","Rubus sp.","Rubus",714495,"G",1839,172,2011,0.003,NA,NA,"genus"
"55","Minuartia macrantha","Minuartia",685559,"S",1886,55,1941,0.00289,NA,NA,"species"
"55","Hypericum scouleri","Hypericum",65561,"S",1770,5,1775,0.00265,NA,NA,"species"
"55","Potentilla sp.","Potentilla",667297,"G",1606,117,1723,0.00257,NA,NA,"genus"
"55","Geum triflorum","Geum",1640877,"S",1675,18,1693,0.00252,"Rosaceae","Rosales","species"
"55","Geum sp.","Geum",1640877,"G",1675,18,1693,0.00252,NA,NA,"genus"
"55","Phlox sp.","Phlox",1570903,"G",1627,31,1658,0.00247,NA,NA,"genus"
"55","Pseudognaphalium macounii","Pseudognaphalium",1754165,"S",2047,121,2168,0.00323,NA,NA,"species"
"55","Taraxacum officinale","Taraxacum",50225,"S",1430,129,1559,0.00232,"Asteraceae","Asterales","species"
"55","Sagina saginoides","Sagina",230724,"S",1331,35,1366,0.00204,NA,NA,"species"
"55","Caltha leptosepala","Caltha",3449,"S",1365,1,1366,0.00204,NA,NA,"species"
"55","Thalictrum fendleri","Thalictrum",79802,"S",2078,587,2665,0.00397,"Ranunculaceae","Ranunculales","species"
"55","Thalictrum sp.","Thalictrum",79802,"G",2078,587,2665,0.00397,NA,NA,"genus"
"55","Microseris nutans","Microseris",51940,"S",1300,13,1313,0.00196,NA,NA,"species"
"55","Scabrethia scabra","Scabrethia",230225,"S",1295,11,1306,0.00195,"Asteraceae","Asterales","species"
"55","Ribes sp.","Ribes",175228,"G",1275,12,1287,0.00192,NA,NA,"genus"
"55","Epilobium sp.","Epilobium",33131,"G",1271,5,1276,0.0019,NA,NA,"genus"
"55","Actaea rubra","Actaea",64034,"S",955,232,1187,0.00177,NA,NA,"species"
"55","Cerastium arvense","Cerastium",2893814,"S",2627,159,2786,0.00415,"Caryophyllaceae","Caryophyllales","species"
"55","Nemophila breviflora","Nemophila",79376,"S",1067,20,1087,0.00162,NA,NA,"species"
"55","Holodiscus dumosus","Holodiscus",1961195,"S",1049,26,1075,0.0016,NA,NA,"species"
"55","Helianthella quinquenervis","Helianthella",53582,"S",570,456,1026,0.00153,"Asteraceae","Asterales","species"
"55","Brickellia grandiflora","Brickellia",1550814,"S",919,15,934,0.00139,NA,NA,"species"
"55","Tonestus pygmaeus","Tonestus",217608,"S",858,14,872,0.0013,NA,NA,"species"
"55","Viola sp.","Viola",97441,"G",844,11,855,0.00127,NA,NA,"genus"
"55","Stellaria sp.","Stellaria",271541,"G",1425,75,1500,0.00224,NA,NA,"genus"
"55","Asteroideae",NA,261773,"Subfamily",777,45,822,0.00123,NA,NA,NA
"55","Lithophragma glabrum","Lithophragma",100316,"S",793,4,797,0.00119,NA,NA,"species"
"55","Vaccinium sp.","Vaccinium",180772,"G",596,145,741,0.0011,NA,NA,"genus"
"55","Agastache pallidiflora","Agastache",313656,"S",737,2,739,0.0011,"Lamiaceae","Lamiales","species"
"55","Paxistima myrsinites","Paxistima",123440,"S",721,0,721,0.00107,NA,NA,"species"
"55","Rhodiola integrifolia","Rhodiola",203015,"S",663,16,679,0.00101,"Crassulaceae","Saxifragales","species"
"55","Rhodiola sp.","Rhodiola",203015,"G",663,16,679,0.00101,NA,NA,"genus"
"55","Saxifraga sp.","Saxifraga",1891283,"G",557,79,636,0.00095,NA,NA,"genus"
"55","Dasiphora fruticosa","Dasiphora",32239,"S",569,30,599,0.00089,"Rosaceae","Rosales","species"
"55","Astragalus sp.","Astragalus",47093,"G",533,0,533,0.00079,NA,NA,"genus"
"56","Hydrophyllum sp.","Hydrophyllum",85212,"G",106061,691,106752,0.38776,NA,NA,"genus"
"56","Lupinus sericeus","Lupinus",61075,"S",41936,22896,64832,0.23549,"Fabaceae","Fabales","species"
"56","Lupinus argenteus","Lupinus",53216,"S",28355,16238,44593,0.16198,"Fabaceae","Fabales","species"
"56","Hydrophyllum fendleri","Hydrophyllum",86854,"S",18710,3200,21910,0.07959,"Hydrophyllaceae","Boraginales","species"
"56","Hydrophyllum capitatum","Hydrophyllum",79360,"S",3192,88,3280,0.01191,"Hydrophyllaceae","Boraginales","species"
"56","Mertensia ciliata","Mertensia",1288209,"S",1342,1420,2762,0.01003,"Boraginaceae","Boraginales","species"
"56","Arenaria lanuginosa","Arenaria",2887378,"S",1873,555,2428,0.00882,NA,NA,"species"
"56","Nemophila breviflora","Nemophila",79376,"S",1956,64,2020,0.00734,NA,NA,"species"
"56","Erigeron sp.","Erigeron",91271,"G",931,730,1661,0.00603,NA,NA,"genus"
"56","Sedum lanceolatum","Sedum",85264,"S",1384,0,1384,0.00503,NA,NA,"species"
"56","Taraxacum officinale","Taraxacum",50225,"S",1169,105,1274,0.00463,"Asteraceae","Asterales","species"
"56","Astragalus sp.","Astragalus",47093,"G",967,0,967,0.00351,NA,NA,"genus"
"56","Agastache pallidiflora","Agastache",313656,"S",881,7,888,0.00323,"Lamiaceae","Lamiales","species"
"56","Trollius sp.","Trollius",212754,"G",548,101,649,0.00236,NA,NA,"genus"
"56","Potentilla anserina","Potentilla",57926,"S",548,76,624,0.00227,"Rosaceae","Rosales","species"
"56","Hypericum scouleri","Hypericum",65561,"S",621,0,621,0.00226,NA,NA,"species"
"56","Anemone sp.",NA,714493,"G",526,58,584,0.00212,NA,NA,NA
"6","Delphinium nuttallianum","Delphinium",136316,"S",69554,4011,73565,0.85277,"Ranunculaceae","Ranunculales","species"
"6","Delphinium sp.","Delphinium",984877,"G",8573,0,8573,0.09938,NA,NA,"genus"
"6","Lupinus argenteus","Lupinus",53216,"S",699,1453,2152,0.02495,"Fabaceae","Fabales","species"
"6","Caltha leptosepala","Caltha",3449,"S",870,588,1458,0.0169,NA,NA,"species"
"6","Lupinus sericeus","Lupinus",61075,"S",596,582,1178,0.01366,"Fabaceae","Fabales","species"
"6","Trollius sp.","Trollius",212754,"G",816,134,950,0.01101,NA,NA,"genus"
"6","Aquilegia sp.","Aquilegia",46965,"G",502,433,935,0.01084,NA,NA,"genus"
"6","Thalictrum fendleri","Thalictrum",79802,"S",556,367,923,0.0107,"Ranunculaceae","Ranunculales","species"
"6","Thalictrum sp.","Thalictrum",79802,"G",556,367,923,0.0107,NA,NA,"genus"
"6","Hydrophyllum capitatum","Hydrophyllum",79360,"S",570,179,749,0.00868,"Hydrophyllaceae","Boraginales","species"
"6","Hydrophyllum sp.","Hydrophyllum",85212,"G",566,3,569,0.0066,NA,NA,"genus"
"60","Hydrophyllum sp.","Hydrophyllum",85212,"G",68542,247,68789,0.26222,NA,NA,"genus"
"60","Lupinus sericeus","Lupinus",61075,"S",51196,17300,68496,0.2611,"Fabaceae","Fabales","species"
"60","Lupinus argenteus","Lupinus",53216,"S",34837,11583,46420,0.17695,"Fabaceae","Fabales","species"
"60","Hydrophyllum fendleri","Hydrophyllum",86854,"S",36547,2900,39447,0.15037,"Hydrophyllaceae","Boraginales","species"
"60","Mertensia ciliata","Mertensia",1288209,"S",3155,1470,4625,0.01763,"Boraginaceae","Boraginales","species"
"60","Hydrophyllum capitatum","Hydrophyllum",79360,"S",2893,36,2929,0.01117,"Hydrophyllaceae","Boraginales","species"
"60","Aquilegia sp.","Aquilegia",46965,"G",2490,161,2651,0.01011,NA,NA,"genus"
"60","Erigeron sp.","Erigeron",91271,"G",1373,598,1971,0.00751,NA,NA,"genus"
"60","Nemophila breviflora","Nemophila",79376,"S",1299,23,1322,0.00504,NA,NA,"species"
"60","Arenaria lanuginosa","Arenaria",2887378,"S",714,353,1067,0.00407,NA,NA,"species"
"60","Taraxacum officinale","Taraxacum",50225,"S",1000,58,1058,0.00403,"Asteraceae","Asterales","species"
"60","Vicia americana","Vicia",200966,"S",765,21,786,0.003,"Fabaceae","Fabales","species"
"60","Astragalus sp.","Astragalus",47093,"G",752,0,752,0.00287,NA,NA,"genus"
"60","Potentilla sp.","Potentilla",667297,"G",635,97,732,0.00279,NA,NA,"genus"
"60","Agastache pallidiflora","Agastache",313656,"S",555,1,556,0.00212,"Lamiaceae","Lamiales","species"
"60","Frasera speciosa","Frasera",50758,"S",549,3,552,0.0021,"Gentianaceae","Gentianales","species"
"65","Mertensia ciliata","Mertensia",1288209,"S",66636,11817,78453,0.42756,"Boraginaceae","Boraginales","species"
"65","Mertensia fusiformis","Mertensia",1463753,"S",34086,3378,37464,0.20417,"Boraginaceae","Boraginales","species"
"65","Hydrophyllum fendleri","Hydrophyllum",86854,"S",15403,572,15975,0.08706,"Hydrophyllaceae","Boraginales","species"
"65","Lupinus argenteus","Lupinus",53216,"S",13912,2053,15965,0.08701,"Fabaceae","Fabales","species"
"65","Erigeron sp.","Erigeron",91271,"G",4624,415,5039,0.02746,NA,NA,"genus"
"65","Arenaria lanuginosa","Arenaria",2887378,"S",3083,1278,4361,0.02377,NA,NA,"species"
"65","Hydrophyllum sp.","Hydrophyllum",85212,"G",3465,4,3469,0.01891,NA,NA,"genus"
"65","Lupinus sericeus","Lupinus",61075,"S",2518,224,2742,0.01494,"Fabaceae","Fabales","species"
"65","Agastache pallidiflora","Agastache",313656,"S",1802,9,1811,0.00987,"Lamiaceae","Lamiales","species"
"65","Taraxacum officinale","Taraxacum",50225,"S",1647,76,1723,0.00939,"Asteraceae","Asterales","species"
"65","Epilobium sp.","Epilobium",33131,"G",1602,0,1602,0.00873,NA,NA,"genus"
"65","Potentilla sp.","Potentilla",667297,"G",1121,85,1206,0.00657,NA,NA,"genus"
"65","Lithophragma glabrum","Lithophragma",100316,"S",1161,0,1161,0.00633,NA,NA,"species"
"65","Cynoglossum officinale","Cynoglossum",256486,"S",2731,237,2968,0.01618,NA,NA,"species"
"65","Stellaria sp.","Stellaria",1137914,"G",1418,117,1535,0.00836,NA,NA,"genus"
"65","Senecio integerrimus","Senecio",2841770,"S",856,67,923,0.00503,"Asteraceae","Asterales","species"
"65","Senecio sp.","Senecio",2841770,"G",856,67,923,0.00503,NA,NA,"genus"
"65","Hydrophyllum capitatum","Hydrophyllum",79360,"S",852,19,871,0.00475,"Hydrophyllaceae","Boraginales","species"
"65","Hypericum scouleri","Hypericum",65561,"S",671,1,672,0.00366,NA,NA,"species"
"65","Ribes sp.","Ribes",175228,"G",648,4,652,0.00355,NA,NA,"genus"
"65","Viola sp.","Viola",97441,"G",605,33,638,0.00348,NA,NA,"genus"
"9","Delphinium nuttallianum","Delphinium",136316,"S",73391,4278,77669,0.74345,"Ranunculaceae","Ranunculales","species"
"9","Hydrophyllum capitatum","Hydrophyllum",79360,"S",13582,1502,15084,0.14438,"Hydrophyllaceae","Boraginales","species"
"9","Delphinium sp.","Delphinium",984877,"G",8915,0,8915,0.08533,NA,NA,"genus"
"9","Vicia americana","Vicia",200966,"S",4942,427,5369,0.05139,"Fabaceae","Fabales","species"
"9","Hydrophyllum sp.","Hydrophyllum",85212,"G",1576,4,1580,0.01512,NA,NA,"genus"
"9","Caltha leptosepala","Caltha",3449,"S",837,568,1405,0.01345,NA,NA,"species"
"9","Thalictrum sp.","Thalictrum",79802,"G",627,563,1190,0.01139,NA,NA,"genus"
"9","Trollius sp.","Trollius",212754,"G",827,212,1039,0.00995,NA,NA,"genus"
